COUNTY,YEARS,CURRENT PREVALENCE,95% CONFIDENCE INTERVAL,COUNTIES GROUPED,COMMENT,YEAR,AGE
Tulare,20192020,18.4,(12.824.1),,,2019-2020,adult
Tuolumne,20192020,7.3,(3.810.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",,2019-2020,adult
Ventura,20192020,7.0,(4.39.7),,,2019-2020,adult
Yolo,20192020,18.8,(8.729.0),,,2019-2020,adult
Yuba,20192020,12.2,(7.516.9),,,2019-2020,adult
California,20192020,9.2,(8.59.9),,,2019-2020,adult
Alameda,20192020,11.0,(6.615.5),,,2019-2020,adult
Alpine,20192020,10.3,(2.617.9),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2019-2020,adult
Amador,20192020,10.3,(2.617.9),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2019-2020,adult
Butte,20192020,8.8,(4.413.2),,,2019-2020,adult
Calaveras,20192020,10.3,(2.617.9),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2019-2020,adult
Colusa,20192020,9.4,(5.912.8),"Colusa, Glenn, and Tehama counties combined combined for analysis",,2019-2020,adult
Contra Costa,20192020,9.6,(5.313.9),,,2019-2020,adult
Del Norte,20192020,7.3,(4.110.5),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",,2019-2020,adult
El Dorado,20192020,8.9,(5.212.5),,,2019-2020,adult
Fresno,20192020,15.2,(7.323.1),,,2019-2020,adult
Glenn,20192020,9.4,(5.912.8),"Colusa, Glenn, and Tehama counties combined combined for analysis",,2019-2020,adult
Humboldt,20192020,8.4,(4.112.7),,,2019-2020,adult
Imperial,20192020,13.5,(1.525.6),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2019-2020,adult
Inyo,20192020,10.3,(2.617.9),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2019-2020,adult
Kern,20192020,7.6,(4.211.0),,,2019-2020,adult
Kings,20192020,21.4,(1.641.3),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2019-2020,adult
Lake,20192020,7.3,(4.710.0),,,2019-2020,adult
Lassen,20192020,7.3,(4.110.5),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",,2019-2020,adult
Los Angeles,20192020,8.4,(6.810.0),,,2019-2020,adult
Madera,20192020,16.2,(9.722.8),,,2019-2020,adult
Marin,20192020,12.0,(8.315.6),,,2019-2020,adult
Mariposa,20192020,10.3,(2.617.9),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2019-2020,adult
Mendocino,20192020,5.4,(2.58.3),,,2019-2020,adult
Merced,20192020,10.2,(6.214.2),,,2019-2020,adult
Modoc,20192020,7.3,(4.110.5),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",,2019-2020,adult
Mono,20192020,10.3,(2.617.9),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2019-2020,adult
Monterey,20192020,12.9,(5.420.3),,,2019-2020,adult
Napa,20192020,14.4,(2.526.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2019-2020,adult
Nevada,20192020,11.4,(7.115.6),,,2019-2020,adult
Orange,20192020,6.0,(4.27.7),,,2019-2020,adult
Placer,20192020,4.7,(2.37.1),,,2019-2020,adult
Plumas,20192020,7.3,(4.110.5),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",,2019-2020,adult
Riverside,20192020,7.6,(5.69.6),,,2019-2020,adult
Sacramento,20192020,11.6,(8.015.3),,,2019-2020,adult
San Benito,20192020,9.7,(4.914.5),,,2019-2020,adult
San Bernardino,20192020,8.1,(4.811.4),,,2019-2020,adult
San Diego,20192020,7.2,(5.68.8),,,2019-2020,adult
San Francisco,20192020,10.9,(5.216.7),,,2019-2020,adult
San Joaquin,20192020,9.8,(3.016.6),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2019-2020,adult
San Luis Obispo,20192020,9.7,(4.614.7),,,2019-2020,adult
San Mateo,20192020,8.2,(4.112.4),,,2019-2020,adult
Santa Barbara,20192020,6.4,(0.312.5),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2019-2020,adult
Santa Clara,20192020,12.7,(8.217.3),,,2019-2020,adult
Santa Cruz,20192020,4.4,(2.36.4),,,2019-2020,adult
Shasta,20192020,7.5,(4.110.9),,,2019-2020,adult
Sierra,20192020,7.3,(4.110.5),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",,2019-2020,adult
Siskiyou,20192020,7.3,(4.110.5),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",,2019-2020,adult
Solano,20192020,23.8,(14.433.1),,,2019-2020,adult
Sonoma,20192020,13.3,(6.719.9),,,2019-2020,adult
Stanislaus,20192020,7.9,(2.912.9),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2019-2020,adult
Sutter,20192020,9.6,(6.113.2),,,2019-2020,adult
Tehama,20192020,9.4,(5.912.8),"Colusa, Glenn, and Tehama counties combined combined for analysis",,2019-2020,adult
Trinity,20192020,7.3,(4.110.5),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",,2019-2020,adult
Tulare,20192020,13.3,(9.017.7),,,2019-2020,adult
Tuolumne,20192020,10.3,(2.617.9),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2019-2020,adult
Ventura,20192020,7.5,(3.911.1),,,2019-2020,adult
Yolo,20192020,14.0,(7.620.3),,,2019-2020,adult
Yuba,20192020,14.4,(7.621.1),,,2019-2020,adult
California,2021-2022,6.8,(6.1-7.4),,,2021-2022,child
Alameda,2021-2022,3.8,(1.1-6.4),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Alpine,2021-2022,14.2,(1.2-27.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Amador,2021-2022,14.2,(1.2-27.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Butte,2021-2022,7.6,(1-14.1),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Calaveras,2021-2022,14.2,(1.2-27.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Colusa,2021-2022,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Contra Costa,2021-2022,5.1,(2-8.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Del Norte,2021-2022,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
El Dorado,2021-2022,2.9,(1.2-4.7),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Fresno,2021-2022,13.9,(8.7-19.2),,,2021-2022,child
Glenn,2021-2022,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Humboldt,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Imperial,2021-2022,10.1,(2.6-17.5),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Inyo,2021-2022,14.2,(1.2-27.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Kern,2021-2022,6.6,(1.9-11.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Kings,2021-2022,6.8,(1.9-11.7),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Lake,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Lassen,2021-2022,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Los Angeles,2021-2022,7.4,(5.9-8.9),,,2021-2022,child
Madera,2021-2022,14.4,(3.8-25),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Marin,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Mariposa,2021-2022,14.2,(1.2-27.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Mendocino,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Merced,2021-2022,4.6,(0.2-9),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Modoc,2021-2022,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Mono,2021-2022,14.2,(1.2-27.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Monterey,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Napa,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Nevada,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Orange,2021-2022,8.4,(4.4-12.5),,,2021-2022,child
Placer,2021-2022,4.1,(1-7.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Plumas,2021-2022,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Riverside,2021-2022,4.6,(3-6.2),,,2021-2022,child
Sacramento,2021-2022,6.0,(2.7-9.3),,,2021-2022,child
San Benito,2021-2022,6.8,(1.2-12.4),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
San Bernardino,2021-2022,8.3,(4.8-11.8),,,2021-2022,child
San Diego,2021-2022,7.4,(5-9.7),,,2021-2022,child
San Francisco,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
San Joaquin,2021-2022,13.9,(7.3-20.6),,,2021-2022,child
San Luis Obispo,2021-2022,6.5,(1.2-11.7),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
San Mateo,2021-2022,2.8,(0.6-5.1),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Santa Barbara,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Santa Clara,2021-2022,4.4,(2.2-6.7),,,2021-2022,child
Santa Cruz,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Shasta,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Sierra,2021-2022,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Siskiyou,2021-2022,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Solano,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Sonoma,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Stanislaus,2021-2022,5.2,(0.3-10),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Sutter,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Tehama,2021-2022,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Trinity,2021-2022,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Tulare,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Tuolumne,2021-2022,14.2,(1.2-27.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Ventura,2021-2022,7.8,(1.4-14.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Yolo,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Yuba,2021-2022,12.7,(2.4-23.1),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
California,2021-2022,9.5,(9.1-9.9),,,2021-2022,adult
Alameda,2021-2022,11.1,(8.8-13.4),,,2021-2022,adult
Alpine,2021-2022,13.9,(9.4-18.4),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",,2021-2022,adult
Amador,2021-2022,13.9,(9.4-18.4),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",,2021-2022,adult
Butte,2021-2022,11.2,(7.8-14.5),,,2021-2022,adult
Calaveras,2021-2022,13.9,(9.4-18.4),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",,2021-2022,adult
Colusa,2021-2022,14.2,(9.3-19),"Colusa, Glenn, and Tehama counties combined combined for analysis",,2021-2022,adult
Contra Costa,2021-2022,12.6,(9.7-15.6),,,2021-2022,adult
Del Norte,2021-2022,10.4,(3.4-17.3),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
El Dorado,2021-2022,11.6,(7.3-16),,,2021-2022,adult
Fresno,2021-2022,13.8,(11-16.5),,,2021-2022,adult
Glenn,2021-2022,14.2,(9.3-19),"Colusa, Glenn, and Tehama counties combined combined for analysis",,2021-2022,adult
Humboldt,2021-2022,14.9,(7.5-22.3),,,2021-2022,adult
Imperial,2021-2022,11.4,(6.7-16.2),,,2021-2022,adult
Inyo,2021-2022,13.9,(9.4-18.4),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",,2021-2022,adult
Kern,2021-2022,8.5,(5.5-11.5),,,2021-2022,adult
Kings,2021-2022,9.6,(6.5-12.6),,,2021-2022,adult
Lake,2021-2022,7.9,(4.5-11.2),,,2021-2022,adult
Lassen,2021-2022,10.4,(3.4-17.3),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Los Angeles,2021-2022,8.2,(7.5-8.9),,,2021-2022,adult
Madera,2021-2022,9.2,(6.2-12.2),,,2021-2022,adult
Marin,2021-2022,8.2,(5.2-11.2),,,2021-2022,adult
Mariposa,2021-2022,13.9,(9.4-18.4),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",,2021-2022,adult
Mendocino,2021-2022,15.7,(10.4-21),,,2021-2022,adult
Merced,2021-2022,11.0,(7.3-14.7),,,2021-2022,adult
Modoc,2021-2022,10.4,(3.4-17.3),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Mono,2021-2022,13.9,(9.4-18.4),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",,2021-2022,adult
Monterey,2021-2022,5.2,(1.5-9),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Napa,2021-2022,12.9,(7.6-18.2),,,2021-2022,adult
Nevada,2021-2022,10.3,(6.4-14.3),,,2021-2022,adult
Orange,2021-2022,6.2,(5.2-7.3),,,2021-2022,adult
Placer,2021-2022,11.9,(9.3-14.4),,,2021-2022,adult
Plumas,2021-2022,10.4,(3.4-17.3),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Riverside,2021-2022,9.5,(7.8-11.1),,,2021-2022,adult
Sacramento,2021-2022,14.1,(11.6-16.6),,,2021-2022,adult
San Benito,2021-2022,7.2,(4.2-10.2),,,2021-2022,adult
San Bernardino,2021-2022,10.5,(8.8-12.1),,,2021-2022,adult
San Diego,2021-2022,8.9,(7.9-9.8),,,2021-2022,adult
San Francisco,2021-2022,8.8,(6.4-11.3),,,2021-2022,adult
San Joaquin,2021-2022,9.5,(7.2-11.8),,,2021-2022,adult
San Luis Obispo,2021-2022,9.5,(5-14.1),,,2021-2022,adult
San Mateo,2021-2022,8.9,(6.9-10.8),,,2021-2022,adult
Santa Barbara,2021-2022,11.8,(8.7-14.9),,,2021-2022,adult
Santa Clara,2021-2022,8.2,(6.8-9.6),,,2021-2022,adult
Santa Cruz,2021-2022,10.3,(6-14.6),,,2021-2022,adult
Shasta,2021-2022,6.7,(4.2-9.1),,,2021-2022,adult
Sierra,2021-2022,10.4,(3.4-17.3),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Siskiyou,2021-2022,10.4,(3.4-17.3),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Solano,2021-2022,13.4,(9.2-17.5),,,2021-2022,adult
Sonoma,2021-2022,9.1,(6.3-11.9),,,2021-2022,adult
Stanislaus,2021-2022,13.6,(9.2-18),,,2021-2022,adult
Sutter,2021-2022,7.9,(5.1-10.7),,,2021-2022,adult
Tehama,2021-2022,14.2,(9.3-19),"Colusa, Glenn, and Tehama counties combined combined for analysis",,2021-2022,adult
Trinity,2021-2022,10.4,(3.4-17.3),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Tulare,2021-2022,9.4,(5.8-12.9),,,2021-2022,adult
Tuolumne,2021-2022,13.9,(9.4-18.4),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",,2021-2022,adult
Ventura,2021-2022,10.5,(7.5-13.5),,,2021-2022,adult
Yolo,2021-2022,14.9,(6.3-23.4),,,2021-2022,adult
Yuba,2021-2022,14.6,(9-20.2),,,2021-2022,adult
California,2021-2022,2.4,(1.7-3.1),,,2021-2022,child
Alameda,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Alpine,2021-2022,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Amador,2021-2022,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Butte,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Calaveras,2021-2022,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Colusa,2021-2022,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Contra Costa,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Del Norte,2021-2022,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
El Dorado,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Fresno,2021-2022,15.9,(6.3-25.5),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Glenn,2021-2022,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Humboldt,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Imperial,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Inyo,2021-2022,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Kern,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Kings,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Lake,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Lassen,2021-2022,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Los Angeles,2021-2022,0.8,(0.1-1.5),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Madera,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Marin,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Mariposa,2021-2022,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Mendocino,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Merced,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Modoc,2021-2022,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Mono,2021-2022,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Monterey,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Napa,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Nevada,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Orange,2021-2022,4.9,(1-8.7),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Placer,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Plumas,2021-2022,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Riverside,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Sacramento,2021-2022,8.2,(2.6-13.7),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
San Benito,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
San Bernardino,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
San Diego,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
San Francisco,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
San Joaquin,2021-2022,14.8,(6.3-23.3),,,2021-2022,child
San Luis Obispo,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
San Mateo,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Santa Barbara,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Santa Clara,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Santa Cruz,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Shasta,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Sierra,2021-2022,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Siskiyou,2021-2022,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Solano,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Sonoma,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Stanislaus,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Sutter,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Tehama,2021-2022,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Trinity,2021-2022,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Tulare,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Tuolumne,2021-2022,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Ventura,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Yolo,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Yuba,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
California,2021-2022,8.2,(7.3-9.1),,,2021-2022,child
Alameda,2021-2022,4.7,(1.3-8.1),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Alpine,2021-2022,16.3,(0.9-31.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Amador,2021-2022,16.3,(0.9-31.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Butte,2021-2022,9.6,(0.9-18.3),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Calaveras,2021-2022,16.3,(0.9-31.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Colusa,2021-2022,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Contra Costa,2021-2022,7.1,(2.7-11.4),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
